epoch,accuracy,loss,lr,top3_acc,val_accuracy,val_loss,val_top3_acc
7,0.0,0.03589578717947006,1e-05,1.0,0.0,0.03557222709059715,1.0
8,0.0,0.035259369760751724,1e-05,1.0,0.0,0.03492867574095726,1.0
9,0.0,0.03461618348956108,1e-05,1.0,0.0,0.034287143498659134,1.0
10,0.0,0.03397759422659874,1e-05,1.0,0.0,0.03365207836031914,1.0
11,0.0,0.03334639593958855,1e-05,1.0,0.0,0.033025145530700684,1.0
12,0.0,0.032723747193813324,1e-05,1.0,0.0,0.03240712359547615,1.0
13,0.0,0.032110217958688736,1e-05,1.0,0.0,0.031798381358385086,1.0
